UID,Taxonomy ID,Species Key,Phylum,Order,Family,Genus,Species,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
2792240,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
2792238,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
10440622,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
902883493,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
902883350,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469058,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469056,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469054,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469026,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469024,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469022,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469020,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469018,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469016,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469014,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469012,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469010,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469008,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469006,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469004,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469002,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690469000,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690468998,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690468996,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
690468994,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
356714193,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
356714192,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
377346768,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
377346767,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
377346751,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
444908111,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
444908095,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
408767133,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
408767131,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
408767129,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
408767125,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
383844205,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
402477762,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
402477700,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
402477678,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
108864164,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77555372,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77554585,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77552512,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549435,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549432,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549430,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549369,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549364,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549360,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
77549324,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778601,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778599,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778597,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778595,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778593,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778591,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778589,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778579,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778577,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778565,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778563,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778561,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778559,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778557,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778555,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778549,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778537,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778535,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778533,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778529,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778525,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778507,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778505,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778503,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778499,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778497,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
380778495,39947,2703459,Tracheophyta,Poales,Poaceae,Oryza,Oryza sativa,23.161,9.821,57.37,312.728,32.079,13.2,18.879,24.834,20.263,26.647,19.024,1805.989,357.987,26.249,83.92,932.243,102.128,559.676,276.525
